ID,plug,species,tank,treatment,chim,size,dose,days,disease,surv,area,perc_left,rate,prev
CN208,B9,Cnat,disease1,disease,chimera,small,2,24,0,0,0.721,0,,0
CN209,B9,Cnat,disease1,disease,solitary,small,2,24,0,0,0.728,0,,0
CN210,B9,Cnat,disease1,disease,solitary,small,2,24,0,0,0.752,0,,0
CN211,B9,Cnat,disease1,disease,solitary,small,2,24,0,0,0.955,0,,0
CN212,C1,Cnat,disease2,disease,solitary,medium,2,24,0,0,1.709,0,,0
CN213,C1,Cnat,disease2,disease,chimera,small,2,24,1,1,0.572,30,35,
CN214,C1,Cnat,disease2,disease,solitary,small,2,24,0,0,0.648,0,,
CN215,C1,Cnat,disease2,disease,solitary,small,2,24,0,0,0.796,0,,0
CN216,C1,Cnat,disease2,disease,chimera,small,2,24,0,0,0.884,0,50,
CN217,C1,Cnat,disease2,disease,chimera,small,2,24,0,0,0.905,0,17.5,35
CN218,C1,Cnat,disease2,disease,chimera,medium,2,24,0,0,1.143,0,27.5,55
CN219,C1,Cnat,disease2,disease,chimera,medium,2,24,0,0,1.394,0,,0
CN220,C1,Cnat,disease2,disease,chimera,medium,2,24,0,0,1.592,0,,0
CN221,C1,Cnat,disease2,disease,chimera,medium,2,24,0,1,1.682,,,
CN222,C1,Cnat,disease2,disease,chimera,medium,2,24,0,0,2.113,0,,0
CN223,C1,Cnat,disease2,disease,chimera,medium,2,24,0,1,2.147,,,
CN224,C1,Cnat,disease2,disease,solitary,medium,2,24,0,0,2.161,0,,0
CN225,C1,Cnat,disease2,disease,chimera,medium,2,24,1,1,2.277,60,20,
CN226,C1,Cnat,disease2,disease,chimera,medium,2,24,0,0,2.374,0,,0
CN227,C1,Cnat,disease2,disease,chimera,medium,2,24,1,1,2.66,35,32.5,
CN228,C1,Cnat,disease2,disease,solitary,medium,2,24,0,0,2.703,0,,0
CN229,C1,Cnat,disease2,disease,chimera,medium,2,24,0,0,2.803,0,,0
CN230,C1,Cnat,disease2,disease,chimera,medium,2,24,0,0,2.811,0,50,
CN231,C1,Cnat,disease2,disease,chimera,medium,2,24,0,0,2.85,0,,0
CN232,C1,Cnat,disease2,disease,chimera,medium,2,24,1,1,2.85,90,5,
CN233,C1,Cnat,disease2,disease,chimera,medium,2,24,1,1,2.98,75,12.5,
CN234,C1,Cnat,disease2,disease,chimera,large,2,24,0,0,5.004,0,,0
CN235,C1,Cnat,disease2,disease,chimera,medium,2,24,0,1,3.065,,,
CN236,C1,Cnat,disease2,disease,chimera,medium,2,24,0,1,3.093,,,
CN237,C1,Cnat,disease2,disease,chimera,medium,2,24,0,0,3.15,0,50,
CN238,C1,Cnat,disease2,disease,chimera,medium,2,24,0,0,3.47,0,50,
CN239,C1,Cnat,disease2,disease,chimera,medium,2,24,0,0,3.644,0,,0
CN240,C1,Cnat,disease2,disease,chimera,medium,2,24,0,1,3.669,,,
CN241,C1,Cnat,disease2,disease,solitary,medium,2,24,0,0,4.32,0,50,
CN242,C1,Cnat,disease2,disease,chimera,large,2,24,0,0,6.345,0,22.5,45
CN243,C1,Cnat,disease2,disease,chimera,large,2,24,0,1,5.113,,,
CN244,C1,Cnat,disease2,disease,solitary,large,2,24,0,0,5.345,0,,0
CN245,C1,Cnat,disease2,disease,solitary,large,2,24,0,0,5.631,0,45,90
CN246,C1,Cnat,disease2,disease,chimera,large,2,24,0,1,6.042,,,
CN247,C1,Cnat,disease2,disease,chimera,large,2,24,0,1,6.301,,,
CN248,C1,Cnat,disease2,disease,chimera,large,2,24,0,0,6.981,0,50,
CN249,C1,Cnat,disease2,disease,chimera,large,2,24,0,1,7.112,,,
CN250,C1,Cnat,disease2,disease,solitary,small,2,24,0,0,0.918,0,,0
CN251,C10,Cnat,disease2,disease,solitary,small,2,24,0,0,0.386,0,,0
CN252,C2,Cnat,disease2,disease,solitary,small,2,24,0,0,0.89,0,,0
CN253,C2,Cnat,disease2,disease,solitary,medium,2,24,0,0,1.088,0,,0
CN254,C2,Cnat,disease2,disease,solitary,medium,2,24,0,0,2.608,0,,0
CN255,C2,Cnat,disease2,disease,solitary,medium,2,24,0,0,2.738,0,,0
CN256,C2,Cnat,disease2,disease,solitary,large,2,24,0,0,5.473,0,,0
CN257,C3,Cnat,disease2,disease,solitary,small,2,24,0,0,0.295,0,,0
CN258,C3,Cnat,disease2,disease,solitary,small,2,24,0,0,0.331,0,,0
CN259,C3,Cnat,disease2,disease,solitary,small,2,24,0,0,0.343,0,,0
CN260,C3,Cnat,disease2,disease,solitary,small,2,24,0,0,0.417,0,,0
CN261,C3,Cnat,disease2,disease,solitary,small,2,24,0,0,0.553,0,,0
CN262,C3,Cnat,disease2,disease,solitary,small,2,24,0,0,0.584,0,,0
CN263,C3,Cnat,disease2,disease,chimera,small,2,24,0,0,0.598,0,50,
CN264,C3,Cnat,disease2,disease,solitary,small,2,24,0,0,0.665,0,32.5,65
CN265,C3,Cnat,disease2,disease,chimera,small,2,24,0,0,0.678,0,15,30
CN266,C3,Cnat,disease2,disease,solitary,small,2,24,0,0,0.722,0,,0
CN267,C3,Cnat,disease2,disease,chimera,small,2,24,0,0,0.871,0,,0
CN268,C3,Cnat,disease2,disease,chimera,small,2,24,0,0,0.92,0,,0
CN269,C3,Cnat,disease2,disease,solitary,small,2,24,0,0,0.966,0,50,
CN270,C3,Cnat,disease2,disease,solitary,medium,2,24,0,0,1.108,0,,0
CN271,C3,Cnat,disease2,disease,solitary,medium,2,24,0,0,1.267,0,,0
CN272,C3,Cnat,disease2,disease,solitary,medium,2,24,0,0,1.547,0,50,
CN273,C3,Cnat,disease2,disease,solitary,medium,2,24,0,0,1.564,0,,0
CN274,C3,Cnat,disease2,disease,chimera,medium,2,24,0,0,1.689,0,,0
CN275,C3,Cnat,disease2,disease,chimera,medium,2,24,0,0,1.839,0,,0
CN276,C3,Cnat,disease2,disease,chimera,medium,2,24,0,0,2.086,0,42.5,85
CN277,C3,Cnat,disease2,disease,chimera,medium,2,24,0,0,2.583,0,35,70
CN278,C4,Cnat,disease2,disease,solitary,small,2,24,0,0,0.95,0,,0
CN279,C5,Cnat,disease2,disease,solitary,large,2,24,0,0,9.611,0,7.5,15
CN280,C6,Cnat,disease2,disease,chimera,small,2,24,0,0,0.266,0,,0
CN281,C6,Cnat,disease2,disease,solitary,small,2,24,0,0,0.437,0,,
CN282,C6,Cnat,disease2,disease,solitary,small,2,24,0,0,0.468,0,,0
CN283,C6,Cnat,disease2,disease,chimera,small,2,24,0,0,0.481,0,,0
CN284,C6,Cnat,disease2,disease,chimera,small,2,24,0,0,0.536,0,,0
CN285,C6,Cnat,disease2,disease,chimera,small,2,24,0,0,0.552,0,,0
CN286,C6,Cnat,disease2,disease,chimera,small,2,24,0,0,0.602,0,,0
CN287,C6,Cnat,disease2,disease,solitary,small,2,24,0,0,0.659,0,,0
CN288,C6,Cnat,disease2,disease,solitary,small,2,24,0,0,0.872,0,,0
CN289,C6,Cnat,disease2,disease,solitary,small,2,24,0,0,0.878,0,,0
CN290,C6,Cnat,disease2,disease,chimera,medium,2,24,0,0,1.807,0,7.5,15
CN291,C7,Cnat,disease2,disease,solitary,small,2,24,0,0,0.497,0,,0
CN292,C7,Cnat,disease2,disease,solitary,small,2,24,0,0,0.586,0,,0
CN293,C8,Cnat,disease2,disease,solitary,small,2,24,0,0,0.271,0,,0
CN294,C8,Cnat,disease2,disease,chimera,small,2,24,0,0,0.293,0,,0
CN295,C8,Cnat,disease2,disease,chimera,small,2,24,0,0,0.405,0,,0
CN296,C8,Cnat,disease2,disease,chimera,small,2,24,0,0,0.438,0,,0
CN297,C8,Cnat,disease2,disease,chimera,small,2,24,0,0,0.441,0,,0
CN298,C8,Cnat,disease2,disease,chimera,small,2,24,0,0,0.489,0,,0
CN299,C8,Cnat,disease2,disease,chimera,small,2,24,0,0,0.571,0,,0
CN300,C8,Cnat,disease2,disease,chimera,small,2,24,0,0,0.6,0,,0
CN301,C8,Cnat,disease2,disease,chimera,small,2,24,0,0,0.678,0,,0
CN302,C8,Cnat,disease2,disease,solitary,small,2,24,0,0,0.775,0,,0
CN303,C8,Cnat,disease2,disease,solitary,small,2,24,0,0,0.978,0,,0
CN304,C8,Cnat,disease2,disease,chimera,small,2,24,0,0,0.981,0,,0
CN305,C8,Cnat,disease2,disease,solitary,small,2,24,0,0,0.988,0,,0
CN306,C8,Cnat,disease2,disease,solitary,medium,2,24,0,0,1.078,0,,0
CN307,C8,Cnat,disease2,disease,solitary,medium,2,24,0,0,1.148,0,,0
CN308,C8,Cnat,disease2,disease,chimera,medium,2,24,0,0,1.217,0,,0
CN309,C8,Cnat,disease2,disease,chimera,medium,2,24,0,0,1.266,0,,0
CN310,C9,Cnat,disease2,disease,chimera,small,2,24,0,0,0.26,0,,0
CN311,C9,Cnat,disease2,disease,chimera,small,2,24,0,0,0.221,0,,0
CN312,C9,Cnat,disease2,disease,solitary,small,2,24,0,0,0.274,0,,0
CN313,C9,Cnat,disease2,disease,chimera,small,2,24,0,0,0.276,0,,0
CN314,C9,Cnat,disease2,disease,chimera,small,2,24,0,0,0.28,0,,0
CN315,C9,Cnat,disease2,disease,chimera,small,2,24,0,0,0.305,0,,0
CN316,C9,Cnat,disease2,disease,chimera,small,2,24,0,0,0.318,0,,0
CN317,C9,Cnat,disease2,disease,solitary,small,2,24,0,0,0.377,0,,0
CN318,C9,Cnat,disease2,disease,chimera,small,2,24,0,0,0.377,0,,0
CN319,C9,Cnat,disease2,disease,chimera,small,2,24,0,0,0.38,0,,0
CN320,C9,Cnat,disease2,disease,chimera,small,2,24,0,0,0.41,0,,0
CN321,C9,Cnat,disease2,disease,solitary,small,2,24,0,0,0.425,0,,0
CN322,C9,Cnat,disease2,disease,chimera,small,2,24,0,0,0.455,0,,0
CN323,C9,Cnat,disease2,disease,chimera,small,2,24,0,0,0.471,0,,0
CN324,C9,Cnat,disease2,disease,chimera,small,2,24,0,0,0.473,0,,0
CN325,C9,Cnat,disease2,disease,solitary,small,2,24,0,0,0.49,0,,0
CN326,C9,Cnat,disease2,disease,solitary,small,2,24,0,0,0.503,0,,0
CN327,C9,Cnat,disease2,disease,chimera,small,2,24,0,0,0.503,0,,0
CN328,C9,Cnat,disease2,disease,solitary,small,2,24,0,0,0.529,0,,0
CN329,C9,Cnat,disease2,disease,chimera,small,2,24,0,0,0.584,0,,0
CN330,C9,Cnat,disease2,disease,solitary,small,2,24,0,0,0.661,0,,0
CN331,C9,Cnat,disease2,disease,solitary,small,2,24,0,0,0.705,0,,0
CN332,C9,Cnat,disease2,disease,solitary,small,2,24,0,0,0.772,0,,0
CN333,C9,Cnat,disease2,disease,solitary,small,2,24,0,0,0.794,0,,0
CN334,C9,Cnat,disease2,disease,solitary,small,2,24,0,0,0.857,0,,0
CN335,C9,Cnat,disease2,disease,solitary,small,2,24,0,0,0.881,0,,0
CN336,C9,Cnat,disease2,disease,solitary,small,2,24,0,0,0.893,0,,0
CN337,C9,Cnat,disease2,disease,solitary,small,2,24,0,0,0.912,0,,0
CN338,C9,Cnat,disease2,disease,chimera,medium,2,24,0,0,1.099,0,,0
CN339,C9,Cnat,disease2,disease,solitary,medium,2,24,0,0,1.168,0,,0
CN340,C9,Cnat,disease2,disease,solitary,medium,2,24,0,0,1.219,0,,0
CN341,C9,Cnat,disease2,disease,chimera,medium,2,24,0,0,1.443,0,,0
CN342,D1,Cnat,disease3,disease,chimera,small,2,24,0,0,0.486,0,50,
CN343,D1,Cnat,disease3,disease,chimera,small,2,24,0,0,0.508,0,,0
CN344,D1,Cnat,disease3,disease,chimera,small,2,24,0,0,0.514,0,20,40
CN345,D1,Cnat,disease3,disease,chimera,small,2,24,0,0,0.591,0,,0
CN346,D1,Cnat,disease3,disease,chimera,small,2,24,0,0,0.602,0,40,80
CN347,D1,Cnat,disease3,disease,solitary,small,2,24,0,0,0.998,0,47.5,95
CN348,D1,Cnat,disease3,disease,chimera,medium,2,24,0,0,1.195,0,,0
CN349,D1,Cnat,disease3,disease,chimera,medium,2,24,0,1,1.724,,,
CN350,D1,Cnat,disease3,disease,solitary,medium,2,24,0,0,3.485,0,20,40
CN351,D1,Cnat,disease3,disease,chimera,medium,2,24,1,1,3.806,20,40,
CN352,D1,Cnat,disease3,disease,solitary,large,2,24,0,0,5.104,0,,0
CN353,D10,Cnat,disease3,disease,solitary,medium,2,24,0,0,1.872,0,,0
CN354,D2,Cnat,disease3,disease,solitary,small,2,24,0,0,0.348,0,,0
CN355,D2,Cnat,disease3,disease,solitary,small,2,24,0,0,0.527,0,,0
CN356,D2,Cnat,disease3,disease,solitary,small,2,24,0,0,0.601,0,,0
CN357,D2,Cnat,disease3,disease,chimera,small,2,24,0,0,0.61,0,50,
CN358,D2,Cnat,disease3,disease,solitary,small,2,24,0,0,0.718,0,,
CN359,D2,Cnat,disease3,disease,chimera,small,2,24,0,0,0.915,0,,0
CN360,D2,Cnat,disease3,disease,chimera,small,2,24,1,1,1.043,5,47.5,
CN361,D2,Cnat,disease3,disease,chimera,medium,2,24,1,1,1.155,25,37.5,
CN362,D2,Cnat,disease3,disease,chimera,medium,2,24,0,0,1.19,0,,0
CN363,D2,Cnat,disease3,disease,chimera,medium,2,24,1,1,1.25,45,27.5,
CN364,D2,Cnat,disease3,disease,chimera,medium,2,24,0,0,1.334,0,,5
CN365,D2,Cnat,disease3,disease,chimera,medium,2,24,0,1,1.422,,,
CN366,D2,Cnat,disease3,disease,solitary,medium,2,24,0,0,1.613,0,,0
CN367,D2,Cnat,disease3,disease,solitary,medium,2,24,0,0,1.616,0,,0
CN368,D2,Cnat,disease3,disease,chimera,medium,2,24,0,1,1.67,,,
CN369,D2,Cnat,disease3,disease,chimera,medium,2,24,0,1,1.862,,,
CN370,D2,Cnat,disease3,disease,chimera,medium,2,24,0,0,1.964,0,50,
CN371,D2,Cnat,disease3,disease,chimera,medium,2,24,0,1,1.991,,,
CN372,D2,Cnat,disease3,disease,chimera,medium,2,24,0,1,2.079,,,
CN373,D2,Cnat,disease3,disease,chimera,medium,2,24,0,0,2.124,0,27.5,55
CN374,D2,Cnat,disease3,disease,chimera,medium,2,24,0,0,2.236,0,42.5,85
CN375,D2,Cnat,disease3,disease,chimera,medium,2,24,0,0,2.474,0,50,
CN376,D2,Cnat,disease3,disease,chimera,medium,2,24,1,1,2.569,40,30,
CN377,D2,Cnat,disease3,disease,chimera,medium,2,24,0,1,2.758,,,
CN378,D2,Cnat,disease3,disease,chimera,medium,2,24,0,0,3.222,0,50,
CN379,D2,Cnat,disease3,disease,solitary,medium,2,24,0,0,3.355,0,50,
CN380,D2,Cnat,disease3,disease,chimera,medium,2,24,0,1,3.363,,,
CN381,D2,Cnat,disease3,disease,chimera,medium,2,24,0,1,3.454,,,
CN382,D2,Cnat,disease3,disease,solitary,medium,2,24,0,0,3.989,0,50,
CN383,D2,Cnat,disease3,disease,chimera,medium,2,24,0,1,4.878,,,
CN384,D2,Cnat,disease3,disease,chimera,medium,2,24,0,1,5.023,,,
CN385,D2,Cnat,disease3,disease,chimera,large,2,24,0,0,5.711,0,50,
CN386,D2,Cnat,disease3,disease,chimera,large,2,24,0,0,6.232,0,50,
CN387,D2,Cnat,disease3,disease,solitary,large,2,24,0,0,6.714,0,2.5,5
CN388,D2,Cnat,disease3,disease,chimera,large,2,24,0,1,7.014,,,
CN389,D2,Cnat,disease3,disease,chimera,large,2,24,1,1,8.414,80,10,
CN390,D2,Cnat,disease3,disease,chimera,large,2,24,0,1,8.686,,,
CN391,D3,Cnat,disease3,disease,chimera,small,2,24,0,0,0.425,0,,0
CN392,D3,Cnat,disease3,disease,chimera,small,2,24,0,0,0.52,0,,0
CN393,D3,Cnat,disease3,disease,chimera,small,2,24,0,0,0.696,0,,0
CN394,D3,Cnat,disease3,disease,chimera,small,2,24,0,0,0.775,0,,0
CN395,D3,Cnat,disease3,disease,chimera,small,2,24,0,0,0.808,0,15,30
CN396,D3,Cnat,disease3,disease,chimera,medium,2,24,0,0,0.867,0,,0
CN397,D3,Cnat,disease3,disease,chimera,small,2,24,0,0,0.875,0,,0
CN398,D3,Cnat,disease3,disease,solitary,small,2,24,0,0,0.882,0,,0
CN399,D3,Cnat,disease3,disease,chimera,small,2,24,0,0,0.904,0,2.5,5
CN400,D3,Cnat,disease3,disease,chimera,medium,2,24,0,0,1.151,0,,0
CN401,D3,Cnat,disease3,disease,solitary,medium,2,24,0,1,1.445,,,
CN402,D3,Cnat,disease3,disease,chimera,medium,2,24,0,1,1.652,,,
CN403,D3,Cnat,disease3,disease,chimera,medium,2,24,0,1,1.679,,,
CN404,D3,Cnat,disease3,disease,chimera,medium,2,24,0,0,2.342,0,50,
CN405,D3,Cnat,disease3,disease,chimera,medium,2,24,0,1,2.606,,,
CN406,D3,Cnat,disease3,disease,chimera,medium,2,24,1,1,2.637,75,12.5,
CN407,D3,Cnat,disease3,disease,chimera,large,2,24,1,1,7.86,60,20,
CN408,D3,Cnat,disease3,disease,chimera,medium,2,24,0,0,3.45,0,50,
CN409,D3,Cnat,disease3,disease,solitary,large,2,24,0,0,5.033,0,,0
CN410,D3,Cnat,disease3,disease,chimera,large,2,24,0,0,5.794,0,42.5,85
CN411,D3,Cnat,disease3,disease,chimera,large,2,24,0,0,6.955,0,50,
CN412,D3,Cnat,disease3,disease,chimera,large,2,24,0,0,6.992,0,47.5,95
CN413,D3,Cnat,disease3,disease,chimera,large,2,24,0,0,8.575,0,35,70
CN414,D4,Cnat,disease3,disease,solitary,medium,2,24,0,0,3.307,0,,0
CN415,D5,Cnat,disease3,disease,solitary,small,2,24,0,0,0.298,0,,0
CN416,D5,Cnat,disease3,disease,solitary,small,2,24,0,0,0.321,0,,0
CN417,D5,Cnat,disease3,disease,chimera,small,2,24,0,0,0.348,0,,0
CN418,D5,Cnat,disease3,disease,chimera,small,2,24,0,0,0.444,0,,0
CN419,D5,Cnat,disease3,disease,solitary,small,2,24,0,0,0.462,0,,0
CN420,D5,Cnat,disease3,disease,solitary,small,2,24,0,0,0.468,0,,0
CN421,D5,Cnat,disease3,disease,solitary,small,2,24,0,0,0.483,0,,0
CN422,D5,Cnat,disease3,disease,chimera,small,2,24,0,0,0.484,0,,0
CN423,D5,Cnat,disease3,disease,chimera,small,2,24,0,0,0.53,0,,0
CN424,D5,Cnat,disease3,disease,solitary,small,2,24,0,0,0.543,0,,0
CN425,D5,Cnat,disease3,disease,solitary,small,2,24,0,0,0.564,0,,0
CN426,D5,Cnat,disease3,disease,solitary,small,2,24,0,0,0.6,0,,0
CN427,D5,Cnat,disease3,disease,chimera,small,2,24,0,0,0.684,0,,0
CN428,D5,Cnat,disease3,disease,solitary,small,2,24,0,0,0.686,0,,0
CN429,D5,Cnat,disease3,disease,solitary,small,2,24,0,0,0.699,0,,0
CN430,D5,Cnat,disease3,disease,chimera,small,2,24,0,0,0.715,0,,0
CN431,D5,Cnat,disease3,disease,solitary,small,2,24,0,0,0.862,0,,0
CN432,D5,Cnat,disease3,disease,solitary,small,2,24,0,0,0.901,0,,0
CN433,D5,Cnat,disease3,disease,solitary,small,2,24,0,0,0.901,0,,0
CN434,D5,Cnat,disease3,disease,solitary,small,2,24,0,0,0.922,0,,0
CN435,D5,Cnat,disease3,disease,solitary,small,2,24,0,0,0.96,0,,0
CN436,D5,Cnat,disease3,disease,chimera,small,2,24,0,0,0.967,0,,0
CN437,D5,Cnat,disease3,disease,chimera,medium,2,24,0,0,1.024,0,,0
CN438,D5,Cnat,disease3,disease,solitary,medium,2,24,0,0,1.175,0,,0
CN439,D5,Cnat,disease3,disease,chimera,medium,2,24,0,0,1.254,0,,0
CN440,D6,Cnat,disease3,disease,chimera,small,2,24,0,0,0.8,0,,0
CN441,D6,Cnat,disease3,disease,chimera,small,2,24,0,0,0.998,0,,0
CN442,D6,Cnat,disease3,disease,chimera,small,2,24,0,0,1.858,0,50,
CN443,D6,Cnat,disease3,disease,solitary,medium,2,24,0,0,2.679,0,17.5,35
CN444,D6,Cnat,disease3,disease,chimera,medium,2,24,0,0,3.989,0,35,70
CN445,D6,Cnat,disease3,disease,chimera,medium,2,24,0,0,4.129,0,50,
CN446,D7,Cnat,disease3,disease,chimera,small,2,24,0,0,0.698,0,,
CN447,D7,Cnat,disease3,disease,solitary,medium,2,24,0,0,2.693,0,,0
CN448,D7,Cnat,disease3,disease,chimera,medium,2,24,0,0,6.047,0,7.5,15
CN449,D8,Cnat,disease3,disease,solitary,small,2,24,0,0,0.763,0,,0
CN450,D8,Cnat,disease3,disease,solitary,small,2,24,0,0,0.973,0,,0
CN451,D8,Cnat,disease3,disease,solitary,medium,2,24,0,0,2.806,0,,0
CN452,D9,Cnat,disease3,disease,solitary,small,2,24,0,0,0.556,0,,0
CN453,D9,Cnat,disease3,disease,solitary,small,2,24,0,0,0.779,0,,0
DL1,A11,Dlab,control,control,solitary,large,2,24,0,1,117.793,,,
DL2,A12,Dlab,control,control,chimera,large,2,24,0,1,79.051,,,
DL3,A12,Dlab,control,control,chimera,large,2,24,0,1,123.731,,,
DL4,A13,Dlab,control,control,solitary,medium,2,24,0,1,26.579,,,
DL5,A14,Dlab,control,control,solitary,medium,2,24,0,1,32.046,,,
DL6,A15,Dlab,control,control,solitary,large,2,24,0,1,107.746,,,
DL7,A16,Dlab,control,control,solitary,small,2,24,0,1,8.61,,,
DL8,A16,Dlab,control,control,chimera,small,2,24,0,1,6.881,,,
DL9,A16,Dlab,control,control,chimera,medium,2,24,0,1,14.532,,,
DL10,A16,Dlab,control,control,chimera,medium,2,24,0,1,18.22,,,
DL11,B12,Dlab,disease1,disease,solitary,large,2,24,0,0,63.626,0,50,100
DL12,B13,Dlab,disease1,disease,chimera,medium,2,24,0,0,44.385,0,,0
DL13,B13,Dlab,disease1,disease,chimera,large,2,24,0,0,74.571,0,40,80
DL14,B14,Dlab,disease1,disease,chimera,small,2,24,0,0,3.431,0,,0
DL15,B14,Dlab,disease1,disease,chimera,medium,2,24,0,0,18.432,0,50,100
DL16,B14,Dlab,disease1,disease,chimera,medium,2,24,0,0,22.934,0,17.5,35
DL17,B15,Dlab,disease1,disease,chimera,small,2,24,0,0,5.209,0,,0
DL18,B15,Dlab,disease1,disease,chimera,medium,2,24,1,1,19.647,60,20,100
DL19,B16,Dlab,disease1,disease,solitary,small,2,24,0,0,3.518,0,,0
DL20,B16,Dlab,disease1,disease,solitary,small,2,24,0,1,3.58,100,,100
DL21,B16,Dlab,disease1,disease,solitary,small,2,24,0,0,5.785,0,,0
DL22,B17,Dlab,disease1,disease,solitary,small,2,24,1,1,5.94,20,40,100
DL23,C11,Dlab,disease2,disease,solitary,medium,2,24,0,0,33.434,0,47.5,95
DL24,C11,Dlab,disease2,disease,chimera,small,2,24,0,0,6.672,0,50,100
DL25,C11,Dlab,disease2,disease,chimera,large,2,24,0,1,59.128,100,,100
DL26,C12,Dlab,disease2,disease,solitary,medium,2,24,0,0,39.083,0,,0
DL27,C13,Dlab,disease2,disease,solitary,large,2,24,0,0,103.477,0,35,70
DL28,C13,Dlab,disease2,disease,solitary,large,2,24,0,0,124.92,0,,0
DL29,C14,Dlab,disease2,disease,solitary,large,2,24,0,0,96.018,0,,0
DL30,C15,Dlab,disease2,disease,solitary,small,2,24,0,0,3.968,0,27.5,55
DL31,C16,Dlab,disease2,disease,chimera,small,2,24,0,0,6.55,0,50,100
DL32,C16,Dlab,disease2,disease,chimera,medium,2,24,0,0,23.954,0,50,100
DL33,D11,Dlab,disease3,disease,solitary,medium,2,24,0,0,48.613,0,,0
DL34,D12,Dlab,disease3,disease,solitary,medium,2,24,0,0,35.341,0,45,90
DL35,D13,Dlab,disease3,disease,solitary,large,2,24,0,0,59.103,0,50,100
DL36,D14,Dlab,disease3,disease,solitary,large,2,24,0,0,83.598,0,47.5,95
DL37,D15,Dlab,disease3,disease,chimera,small,2,24,0,0,7.005,0,17.5,35
DL38,D15,Dlab,disease3,disease,chimera,medium,2,24,0,0,18.533,0,,0
DL39,D15,Dlab,disease3,disease,chimera,medium,2,24,0,0,20.885,0,,0
DL40,D15,Dlab,disease3,disease,chimera,medium,2,24,0,0,29.319,0,,0
DL41,D16,Dlab,disease3,disease,chimera,small,2,24,0,0,3.614,0,42.5,85
DL42,D16,Dlab,disease3,disease,chimera,medium,2,24,0,1,13.213,100,,100
CN1,A1,Cnat,control,control,chimera,small,2,26,0,1,0.586,,,
CN2,A1,Cnat,control,control,chimera,small,2,26,0,1,0.705,,,
CN3,A1,Cnat,control,control,chimera,small,2,26,0,1,0.791,,,
CN4,A1,Cnat,control,control,chimera,small,2,26,0,1,0.945,,,
CN5,A1,Cnat,control,control,chimera,medium,2,26,0,1,1.839,,,
CN6,A1,Cnat,control,control,solitary,medium,2,26,0,1,1.876,,,
CN7,A1,Cnat,control,control,chimera,medium,2,26,0,1,2.184,,,
CN8,A1,Cnat,control,control,chimera,medium,2,26,0,1,2.538,,,
CN9,A1,Cnat,control,control,chimera,medium,2,26,0,1,2.887,,,
CN10,A1,Cnat,control,control,chimera,medium,2,26,0,1,4.08,,,
CN11,A1,Cnat,control,control,chimera,medium,2,26,0,1,4.768,,,
CN12,A1,Cnat,control,control,chimera,large,2,26,0,1,5.34,,,
CN13,A1,Cnat,control,control,chimera,large,2,26,0,1,5.973,,,
CN14,A1,Cnat,control,control,chimera,large,2,26,0,1,6.552,,,
CN15,A1,Cnat,control,control,solitary,large,2,26,0,1,7.197,,,
CN16,A1,Cnat,control,control,chimera,large,2,26,0,1,7.343,,,
CN17,A1,Cnat,control,control,solitary,large,2,26,0,1,12.564,,,
CN18,A10,Cnat,control,control,solitary,small,2,26,0,0,0.519,0,,0
CN19,A10,Cnat,control,control,chimera,small,2,26,0,0,0.736,0,,0
CN20,A10,Cnat,control,control,chimera,small,2,26,0,1,0.807,,,
CN21,A10,Cnat,control,control,solitary,medium,2,26,0,1,2.364,,,
CN22,A10,Cnat,control,control,solitary,medium,2,26,0,1,1.776,,,
CN23,A10,Cnat,control,control,solitary,medium,2,26,0,1,3.946,,,
CN24,A10,Cnat,control,control,solitary,medium,2,26,0,1,1.947,,,
CN25,A10,Cnat,control,control,solitary,medium,2,26,0,1,2.005,,,
CN26,A10,Cnat,control,control,solitary,large,2,26,0,1,6.886,,,
CN27,A10,Cnat,control,control,solitary,small,2,26,0,1,0.798,,,
CN28,A10,Cnat,control,disease,solitary,small,2,26,0,0,0.653,0,,0
CN29,A2,Cnat,control,control,chimera,small,2,26,0,1,0.456,,,
CN30,A2,Cnat,control,control,chimera,small,2,26,0,1,0.482,,,
CN31,A2,Cnat,control,control,chimera,small,2,26,0,1,0.504,,,
CN32,A2,Cnat,control,control,chimera,small,2,26,0,1,0.553,,,
CN33,A2,Cnat,control,control,chimera,small,2,26,0,1,0.601,,,
CN34,A2,Cnat,control,control,chimera,small,2,26,0,1,0.639,,,
CN35,A2,Cnat,control,control,solitary,small,2,26,0,0,0.654,0,,
CN36,A2,Cnat,control,control,chimera,small,2,26,0,1,0.716,,,
CN37,A2,Cnat,control,control,solitary,medium,2,26,0,1,0.717,,,
CN38,A2,Cnat,control,control,chimera,small,2,26,0,1,0.745,,,
CN39,A2,Cnat,control,control,chimera,small,2,26,0,1,0.783,,,
CN40,A2,Cnat,control,control,solitary,small,2,26,0,1,0.798,,,
CN41,A2,Cnat,control,control,solitary,small,2,26,0,1,0.853,,,
CN42,A2,Cnat,control,control,chimera,small,2,26,0,1,0.904,,,
CN43,A2,Cnat,control,control,chimera,medium,2,26,0,1,1.21,,,
CN44,A2,Cnat,control,control,chimera,medium,2,26,0,1,1.326,,,
CN45,A2,Cnat,control,control,chimera,medium,2,26,0,1,1.593,,,
CN46,A2,Cnat,control,control,chimera,medium,2,26,0,1,1.733,,,
